# --------------------------------------------------
# nrow : 903
# ncol : 11
# comment : RFF predictors
# time_generated : 2025-12-08 12:49:41
# author : ler015
# source_file : /datasets/work/lw-resilient-nr/work/2_Hydrology/2_FloodFrequencyAnalysis/6_covariate_paper/0_DataProcessingScripts/covariate_paper/scripts/data/D040_prepare_rff_predictors.py
# work_dir : /datasets/work/lw-resilient-nr/work/2_Hydrology/2_FloodFrequencyAnalysis/6_covariate_paper/0_DataProcessingScripts/covariate_paper
# python_environment posix
# python_version : 3.12.9 | packaged by conda-forge | (main, Mar  4 2025, 22:48:41) [GCC 13.3.0]
# pandas_version : 2.3.3
# numpy_version : 1.26.4
# python_inc : /datasets/work/lw-resilient-nr/work/0_Common_Data/5_Software/1_Python/conda/envs/env_jl_v2_pet/include/python3.12
# python_lib : /datasets/work/lw-resilient-nr/work/0_Common_Data/5_Software/1_Python/conda/envs/env_jl_v2_pet/lib/python3.12/site-packages
# --------------------------------------------------
STATIONID,PRECIPITATION_IFD_RATIO_AEP50%_2%[mm],CENTER_OZ_METRIC[-],RATIO_OUTLET_DISTANCE_VS_SQRTAREA[-],RATIO_MAXPATH_VS_SQRTAREA[-],ARIDITY_INDEX[-],XCENTROID_EPSG28356[m],YCENTROID_EPSG28356[m],LOG10_CATCHMENTAREA_VALID[km2][-],LOG10_DISTANCE_CENTROID_FROM_COAST[km][-],LOG10_PRECIPITATION_IFD_AEP2%[mm][-],LOG10_PRECIPITATION_IFD_AEP50%[mm][-]
208024,0.51926,-0.11745,0.45999,1.91239,0.67381,335084.81250,6507030.00000,2.45484,2.12273,1.13033,0.84572
208004,0.47262,-0.11728,0.67238,2.64906,0.74565,384479.84375,6489031.00000,3.81690,1.90400,1.22531,0.89982
208011,0.51314,-0.11675,0.95089,3.38932,0.66339,359620.93750,6502052.00000,3.25285,2.03416,1.13672,0.84696
419035,0.50286,-0.11673,0.71664,2.04442,0.56047,304372.46875,6523424.00000,2.66181,2.22361,1.14613,0.84757
208019,0.42076,-0.11461,0.57760,2.55000,0.82573,429704.50000,6489441.50000,2.69197,1.61519,1.37291,0.99695
208015,0.40856,-0.11319,0.98281,2.75237,0.94760,449406.21875,6491576.00000,1.98227,1.44925,1.40993,1.02119
208007,0.50929,-0.11298,0.71893,2.24572,0.77445,372566.59375,6521528.50000,2.33846,2.02730,1.14613,0.85309
208005,0.46105,-0.11290,0.76331,2.56302,0.75667,396637.62500,6513072.50000,3.27184,1.91313,1.23553,0.89927
207013,0.44538,-0.11134,0.66766,2.90018,0.99473,434731.09375,6509354.00000,2.71181,1.69086,1.37658,1.02531
207009,0.41176,-0.11115,0.73390,2.67814,1.02566,461136.34375,6501043.00000,2.25768,1.33029,1.43457,1.04922
419016,0.50455,-0.10989,0.55940,2.60752,0.54787,336166.03125,6554436.50000,2.95761,2.19069,1.12057,0.82347
419054,0.50602,-0.10969,0.92551,2.89196,0.57807,340301.81250,6554226.00000,2.59218,2.18080,1.12385,0.82802
419010,0.49928,-0.10948,0.96461,2.90743,0.65174,357003.65625,6549565.00000,2.91855,2.13191,1.14301,0.84136
206009,0.49853,-0.10943,0.65389,2.23737,0.75216,381893.09375,6540960.50000,2.41664,2.03806,1.13354,0.83123
207004,0.44978,-0.10893,0.47986,2.36635,0.96812,430792.34375,6526737.50000,3.20683,1.76549,1.35984,1.01284
207015,0.47882,-0.10738,0.70677,2.55599,0.94742,421013.90625,6540395.00000,2.53403,1.86086,1.23045,0.91062
419028,0.49489,-0.10686,1.09969,3.89944,0.59683,343007.21875,6570989.50000,3.24551,2.19221,1.13672,0.83123
207010,0.44628,-0.10676,0.97598,2.95843,0.98825,450544.06250,6534168.00000,2.38202,1.62779,1.38382,1.03342
206018,0.48971,-0.10563,0.46530,2.54918,0.61542,369693.96875,6569483.50000,2.95134,2.11101,1.13354,0.82347
419029,0.48676,-0.10549,0.88299,2.91901,0.52045,306012.18750,6592314.00000,2.55267,2.28580,1.13354,0.82086
419005,0.49209,-0.10546,0.94682,4.71663,0.55764,330302.25000,6584132.50000,3.39967,2.22913,1.14301,0.83506
207014,0.43802,-0.10460,0.75550,2.65930,0.92407,462238.21875,6544452.00000,2.70329,1.53495,1.38382,1.02531
419053,0.46774,-0.10109,0.47247,2.76863,0.48690,261077.79688,6633794.00000,2.89818,2.38006,1.19033,0.86034
418024,0.49701,-0.10063,0.64109,2.84519,0.49040,328966.06250,6614304.50000,2.68753,2.23139,1.12710,0.82347
206025,0.46901,-0.10041,0.60407,2.33411,0.59007,362137.62500,6604839.00000,2.77379,2.13606,1.15229,0.82347
206024,0.44248,-0.10028,0.34331,2.33452,0.66113,393454.78125,6595420.00000,3.89927,2.02375,1.18469,0.83059
206011,0.42586,-0.09995,0.72209,3.36263,0.69398,404658.03125,6593881.50000,3.99913,1.97568,1.24055,0.86982
419047,0.48446,-0.09789,0.57671,2.11841,0.50401,292383.34375,6642691.50000,2.76418,2.32302,1.17026,0.85552
418014,0.47643,-0.09776,0.40304,2.40678,0.56509,353885.90625,6623972.50000,2.93197,2.16623,1.14613,0.82413
206032,0.46510,-0.09620,0.69174,2.43302,0.55487,367328.75000,6629350.00000,1.96379,2.12798,1.17319,0.84073
206008,0.45724,-0.09551,0.80680,2.14297,0.53426,373081.65625,6631894.00000,2.55871,2.11063,1.18184,0.84198
418008,0.49286,-0.09529,0.52395,2.40828,0.56779,341608.71875,6642950.50000,3.60097,2.20875,1.14613,0.83885
418020,0.48357,-0.09461,1.02224,3.19856,0.58203,360010.09375,6641460.50000,2.49276,2.15628,1.14613,0.83059
206001,0.40575,-0.09413,1.03807,3.10808,0.83800,430995.46875,6622781.50000,2.21219,1.84797,1.35411,0.96237
205006,0.40000,-0.09357,0.62652,2.66218,0.93987,473610.09375,6613491.00000,2.63448,1.43549,1.45484,1.05690
418021,0.49784,-0.09283,1.56012,4.82338,0.57977,353127.00000,6654442.00000,2.49276,2.18352,1.14301,0.84011
206004,0.46757,-0.09276,1.50981,4.53359,0.56471,380806.18750,6646587.00000,2.60959,2.09318,1.17026,0.84011
206014,0.43522,-0.09272,0.84026,3.21676,0.60993,397752.87500,6641780.50000,2.57519,2.02668,1.20140,0.84011
206017,0.39841,-0.09271,0.79976,2.34683,1.08857,438186.12500,6629719.50000,1.34242,1.80810,1.39967,1.00000
206038,0.48601,-0.09200,0.53311,1.66250,0.63732,374014.25000,6653357.50000,1.22011,2.12023,1.15534,0.84198
204008,0.39841,-0.09176,0.67723,2.03548,1.12730,440817.40625,6635032.50000,1.49136,1.79844,1.39967,1.00000
205002,0.40000,-0.09138,0.89180,3.16060,0.99139,460421.53125,6631615.00000,2.63649,1.63325,1.45484,1.05690
204030,0.47200,-0.09039,1.34259,4.27114,0.66705,387175.00000,6659426.50000,2.30103,2.08118,1.17609,0.85003
206035,0.49161,-0.08993,0.83401,2.70592,0.66953,374741.09375,6665895.50000,2.08279,2.12808,1.15534,0.84696
204017,0.40123,-0.08921,0.57919,2.28908,1.13821,471432.78125,6642461.00000,1.88081,1.54837,1.51055,1.11394
204015,0.43276,-0.08802,0.72960,3.38196,0.68486,415251.46875,6666123.50000,3.42651,1.98365,1.24055,0.87679
204026,0.40625,-0.08749,0.44819,2.21072,1.34961,485798.50000,6649571.00000,1.90309,1.40546,1.50515,1.11394
418017,0.47055,-0.08734,0.72701,2.20675,0.49076,286920.65625,6706493.00000,2.92531,2.36267,1.21219,0.88480
204001,0.40293,-0.08729,0.69271,2.99262,1.04316,465995.71875,6656407.00000,3.22011,1.66473,1.43616,1.04139
204068,0.37766,-0.08710,0.48869,1.82729,1.26594,497046.78125,6648954.00000,2.10037,1.17409,1.57519,1.15229
204069,0.40293,-0.08708,0.77684,3.20093,1.05987,466262.09375,6657718.50000,3.23855,1.66774,1.43616,1.04139
204025,0.37766,-0.08707,0.62424,2.04982,1.17460,497241.96875,6649075.00000,2.13033,1.17016,1.57519,1.15229
204031,0.49384,-0.08568,1.21020,3.57531,0.72093,382122.18750,6689899.50000,2.54158,2.13482,1.16435,0.85794
204037,0.40551,-0.08564,0.70451,2.56966,1.05036,459107.81250,6668948.50000,1.79239,1.75717,1.40483,1.01284
204004,0.42087,-0.08515,0.61954,3.08577,0.75191,431523.90625,6679639.50000,3.89209,1.93783,1.31387,0.93802
418016,0.46258,-0.08386,0.90594,2.92612,0.43940,283401.18750,6727650.50000,2.73560,2.38284,1.21219,0.87737
204014,0.48355,-0.08370,0.90123,3.63624,0.66613,391680.31250,6699426.00000,2.94498,2.11318,1.18184,0.86629
205007,0.37677,-0.08359,0.61082,2.22418,1.00791,514072.18750,6667217.00000,1.04139,0.74664,1.54777,1.12385
204041,0.40217,-0.08231,0.77149,3.35583,0.87935,492619.75000,6681307.50000,3.25285,1.43500,1.44091,1.04532
416022,0.48618,-0.08141,0.58848,2.75539,0.62036,381270.25000,6716240.00000,3.04139,2.15722,1.18184,0.86864
416039,0.48366,-0.08129,0.75595,3.17397,0.60155,374542.21875,6718727.00000,3.25285,2.17832,1.18469,0.86923
416020,0.45697,-0.07990,0.72877,2.36565,0.55493,285574.84375,6749967.00000,2.60423,2.38907,1.21748,0.87737
204056,0.45253,-0.07629,0.94840,2.59652,0.79570,437960.18750,6733402.00000,2.01703,1.97087,1.29667,0.95231
416023,0.47607,-0.07574,0.54032,3.62148,0.62837,395547.06250,6747118.50000,2.70329,2.13936,1.21219,0.88986
204007,0.45487,-0.07515,0.25573,2.73796,0.69808,436667.53125,6740809.00000,4.22246,1.98514,1.29003,0.94792
204046,0.46054,-0.07285,0.78139,3.17296,0.69169,423301.71875,6758163.00000,3.23553,2.04048,1.26717,0.93044
204055,0.43864,-0.07163,0.68788,2.43739,0.74125,494372.81250,6749413.50000,2.30535,1.59407,1.34242,0.98453
204067,0.44211,-0.07106,0.69130,2.33886,0.73545,472852.78125,6757914.00000,2.49831,1.77974,1.32015,0.96567
416302,0.46687,-0.06598,0.71047,2.82594,0.55141,387752.75000,6807660.00000,3.34242,2.18623,1.21219,0.88138
204900,0.46382,-0.06482,0.47078,2.76815,0.66547,437986.56250,6804209.00000,3.87448,2.02287,1.29885,0.96520
416304,0.46686,-0.06413,0.61941,1.80562,0.68462,403386.50000,6815522.00000,1.84510,2.15119,1.22789,0.89708
204006,0.46264,-0.06326,1.26606,3.10037,0.69867,410959.56250,6819202.50000,2.10380,2.13429,1.24055,0.90580
416404,0.45210,-0.06264,0.75079,2.12524,0.43319,346520.84375,6835771.00000,2.81631,2.30521,1.22272,0.87795
416303,0.45523,-0.06231,0.83758,3.01556,0.44978,370422.25000,6832996.00000,2.97772,2.25246,1.23553,0.89376
204002,0.45211,-0.06086,0.44211,2.39852,0.63859,439653.68750,6828123.00000,3.65801,2.04956,1.27875,0.93399
204051,0.45355,-0.06054,0.33492,2.43931,0.62396,430293.06250,6831860.00000,3.34830,2.08696,1.26245,0.91908
204039,0.46706,-0.05982,0.81155,2.41624,0.58060,410221.28125,6840055.00000,2.57171,2.15784,1.23045,0.89982
203034,0.42137,-0.05842,0.74986,2.65657,0.68828,483839.34375,6834763.00000,2.76418,1.85025,1.36922,0.99388
416410,0.44971,-0.05837,0.52318,2.23088,0.41822,360489.81250,6857963.00000,2.71451,2.27133,1.23805,0.89098
203014,0.40294,-0.05785,0.71685,4.07119,1.13428,545773.12500,6826928.50000,2.34830,1.12834,1.53148,1.13672
203012,0.40964,-0.05769,0.75683,2.39930,1.15703,552783.81250,6826676.00000,1.59106,0.86756,1.52114,1.13354
203010,0.38926,-0.05742,1.10462,3.39480,0.90850,512935.59375,6835677.50000,2.25285,1.62262,1.47422,1.06446
203024,0.38920,-0.05738,0.74005,3.61536,1.08729,538323.50000,6831320.00000,2.17026,1.25860,1.54654,1.13672
203004,0.41057,-0.05728,0.86643,3.11966,0.72059,490611.37500,6840616.50000,3.25285,1.80287,1.39094,1.00432
203002,0.37789,-0.05639,0.81834,2.62309,1.24604,537978.62500,6837687.00000,1.79239,1.22705,1.58995,1.16732
422394,0.45810,-0.05524,0.79831,3.11834,0.57353,430040.78125,6863943.50000,2.51188,2.07094,1.25285,0.91381
203900,0.39879,-0.05505,0.70758,2.58138,0.75214,492881.12500,6854157.00000,2.95376,1.78721,1.39270,0.99344
422304,0.45543,-0.05496,0.91970,3.12654,0.62315,432653.46875,6865198.50000,2.43933,2.06029,1.26482,0.92324
202001,0.37437,-0.05484,0.87835,2.58123,1.34051,540829.50000,6847071.00000,1.53148,1.11576,1.59988,1.17319
422302,0.42105,-0.05483,0.90385,2.70514,0.99206,439236.37500,6864849.50000,1.32222,2.03603,1.39270,1.01703
201900,0.35849,-0.05468,0.54479,1.89660,1.07918,526349.62500,6850622.50000,2.43933,1.44145,1.56937,1.12385
203005,0.40468,-0.05466,0.46093,2.16804,0.75468,490157.46875,6857058.50000,2.84634,1.80762,1.37107,0.97818
422341,0.42797,-0.05370,1.04273,3.10031,0.70516,441108.56250,6871340.00000,1.96379,2.02194,1.37291,1.00432
422301,0.42292,-0.05362,0.86571,2.81915,0.80203,441772.43750,6871752.00000,1.92942,2.01887,1.40312,1.02938
145018,0.42616,-0.05300,0.70906,2.29359,0.76886,458761.28125,6872634.50000,1.91381,1.94323,1.37475,1.00432
201001,0.36858,-0.05291,0.67522,1.94622,1.05322,518866.06250,6863070.00000,2.32838,1.56478,1.51983,1.08636
145010,0.38462,-0.05256,0.83047,3.61400,0.83101,496048.78125,6869105.00000,2.10721,1.73285,1.43616,1.02119
145003,0.41767,-0.05255,0.73765,1.93357,0.69027,471219.34375,6873287.00000,2.24304,1.87843,1.36549,0.98632
422313,0.43897,-0.05251,1.02249,2.68447,0.70661,436433.93750,6879328.00000,2.17026,2.03398,1.32838,0.97081
145011,0.44000,-0.05188,0.76392,2.35334,0.75827,454485.56250,6880194.00000,1.91908,1.95542,1.33244,0.97589
145013,0.37324,-0.05156,0.86212,2.85182,0.85166,503127.00000,6874137.00000,2.19590,1.65773,1.45332,1.02531
201005,0.36031,-0.05139,0.55342,2.23687,1.03127,527792.06250,6871214.50000,2.04532,1.41475,1.58320,1.13988
422317,0.46379,-0.05064,1.12262,2.94502,0.50412,422161.37500,6892897.00000,2.67578,2.08118,1.24055,0.90687
416204,0.44286,-0.05046,0.98397,4.08153,0.30708,269867.00000,6918339.00000,3.64572,2.39088,1.24304,0.88930
145101,0.37370,-0.05016,1.12812,3.33385,0.75491,506743.18750,6882317.50000,2.22789,1.59098,1.46090,1.03342
146003,0.36298,-0.05010,0.91544,2.58713,1.44448,536810.25000,6877919.00000,1.38021,1.16878,1.61909,1.17898
146012,0.36298,-0.04993,1.02384,2.96820,1.30948,537752.18750,6878841.00000,1.47712,1.12855,1.61909,1.17898
146005,0.36432,-0.04967,0.83619,2.61326,1.34860,534730.25000,6881002.50000,1.74036,1.16115,1.59988,1.16137
145104,0.36709,-0.04966,1.39895,3.55174,1.24423,513571.18750,6884358.00000,1.88081,1.50341,1.49969,1.06446
146095,0.36432,-0.04964,0.91342,2.73830,1.18062,534867.06250,6881142.00000,1.74819,1.15534,1.59988,1.16137
146011,0.36193,-0.04953,0.83815,2.50224,1.26940,522844.28125,6883743.00000,2.08636,1.37176,1.57171,1.13033
146007,0.36432,-0.04952,0.84114,2.80300,1.25926,535283.37500,6881854.00000,1.75587,1.13171,1.59988,1.16137
145107,0.36977,-0.04900,1.46106,4.36026,1.00325,513880.28125,6888465.00000,2.00432,1.48318,1.49276,1.06070
146020,0.36927,-0.04879,1.16332,3.52703,1.19145,531171.75000,6887105.50000,1.55630,1.16413,1.56937,1.13672
146010,0.36875,-0.04864,1.05750,4.12176,0.99256,516686.56250,6890262.50000,1.94448,1.43605,1.50515,1.07188
145102,0.38519,-0.04842,0.86110,3.00131,0.76149,509442.87500,6892799.50000,2.73560,1.53017,1.43136,1.01703
422334,0.46629,-0.04748,0.65203,2.81474,0.46335,402029.37500,6914751.00000,2.71265,2.09226,1.24304,0.91169
145196,0.38380,-0.04742,1.08327,3.62419,0.74146,510616.31250,6898849.50000,2.85854,1.50406,1.45332,1.03743
422307,0.46761,-0.04706,0.74220,3.12532,0.56567,405618.84375,6916706.00000,2.52375,2.07767,1.24551,0.91540
143204,0.45181,-0.04260,0.55186,2.11284,0.56006,416537.87500,6941495.50000,3.21880,1.99525,1.28556,0.94052
424202,0.38514,-0.03809,0.96353,2.48520,0.21557,-274940.31250,7051277.00000,3.25983,2.80684,1.24304,0.82866
144003,0.40000,-0.03754,0.54759,1.83855,1.08101,546970.18750,6955915.50000,1.19312,0.40027,1.55023,1.15229
011202,,-0.03725,1.06171,2.67211,0.19043,-349843.68750,7063198.50000,4.42740,2.83589,,
142202,0.41544,-0.03583,0.65097,2.16071,0.74645,484455.21875,6973755.00000,2.19312,1.38696,1.43457,1.05308
142201,0.41606,-0.03581,0.79542,2.42995,0.77635,485522.34375,6973748.50000,2.25042,1.36793,1.43775,1.05690
142001,0.40645,-0.03132,0.67403,2.70741,0.86357,482753.31250,7001415.50000,1.97313,1.37490,1.49136,1.10037
143901,0.40181,-0.02728,0.50584,2.55595,0.84676,482286.46875,7025950.50000,2.39620,1.48603,1.51983,1.12385
143007,0.47143,-0.02611,0.34570,2.88355,0.51384,412697.53125,7038742.00000,3.30298,1.99318,1.27646,0.94988
143303,0.39660,-0.02598,0.28660,2.33816,1.04764,486335.25000,7033499.50000,2.01703,1.42332,1.54777,1.14613
136209,0.46667,-0.02524,0.85180,2.65641,0.44228,388504.50000,7045766.50000,3.13577,2.08538,1.27646,0.94547
136201,0.46845,-0.02510,0.90097,2.90606,0.49540,388954.56250,7046522.00000,3.15534,2.08352,1.27184,0.94250
141006,0.39678,-0.02486,0.73462,2.29639,1.07113,493653.93750,7039687.50000,1.59106,1.29688,1.57171,1.17026
138110,0.41219,-0.02416,0.42300,1.84516,0.81494,467553.40625,7045984.00000,2.68664,1.63483,1.44560,1.06070
141008,0.39733,-0.02380,0.85901,2.56715,1.03939,497447.59375,7045871.00000,1.79239,1.15620,1.57403,1.17319
141001,0.39946,-0.02221,0.58222,2.14136,1.09409,488698.03125,7056165.50000,1.51851,1.32221,1.56585,1.16732
141009,0.40162,-0.01957,0.67772,2.37467,1.00855,492739.78125,7071929.50000,1.57978,1.23059,1.56937,1.17319
130344,0.42429,-0.01868,0.58273,1.89644,0.32628,194539.06250,7094851.00000,3.22479,2.45362,1.32222,0.94988
138107,0.41040,-0.01791,0.72008,2.58779,0.93768,489537.87500,7082181.50000,2.26951,1.23860,1.53908,1.15229
138001,0.44538,-0.01787,0.66359,2.88919,0.66792,457071.81250,7084258.50000,3.67715,1.69184,1.37658,1.02531
138003,0.45217,-0.01652,0.77344,2.23152,0.68800,449063.65625,7092689.50000,2.05308,1.75702,1.36173,1.01703
138014,0.44726,-0.01473,0.56448,2.85223,0.59967,448791.90625,7103340.50000,3.83537,1.76759,1.37475,1.02531
423205,0.39479,-0.01403,0.73418,2.30238,0.24016,-214685.70312,7136730.00000,4.16646,2.73024,1.28330,0.87967
138009,0.42140,-0.01375,0.81356,2.59913,0.75210,480182.68750,7107801.00000,2.00000,1.45655,1.47567,1.10037
130302,0.43011,-0.01203,0.48120,2.45574,0.36050,124422.12500,7131563.50000,4.19992,2.48218,1.26951,0.90309
138903,0.41751,-0.01159,0.88773,2.52534,0.75362,480370.09375,7120742.00000,2.89376,1.50359,1.47276,1.09342
140002,0.41689,-0.01152,0.33833,2.30561,0.82755,505109.40625,7120298.50000,1.72428,0.91676,1.56467,1.18469
130303,0.42969,-0.00851,0.49488,2.48074,0.35236,131839.48438,7148606.50000,4.34120,2.45665,1.28330,0.91645
130324,0.43663,-0.00780,0.83376,3.07237,0.36612,68789.78125,7153641.00000,3.76609,2.51062,1.23553,0.87564
138004,0.42041,-0.00642,0.69614,2.95533,0.52882,419124.34375,7153114.50000,3.07664,1.86036,1.38917,1.01284
130317,0.42451,-0.00552,0.57394,3.04462,0.32875,152152.76562,7162971.00000,4.45489,2.41775,1.30963,0.93752
136011,0.41803,-0.00223,0.56786,2.00370,0.42770,399137.00000,7177632.50000,2.83696,1.86075,1.38739,1.00860
137201,0.41197,0.00131,0.56120,1.93703,0.53482,427050.00000,7198113.00000,2.64933,1.58281,1.45332,1.06819
130322,0.43318,0.00176,0.67310,3.20644,0.32902,151956.34375,7199190.50000,4.60746,2.37445,1.33041,0.96708
137202,0.41071,0.00193,0.52781,2.02495,0.58406,422155.00000,7201705.00000,2.20683,1.60260,1.44716,1.06070
137101,0.41176,0.00195,1.16860,3.78538,0.52431,415297.81250,7201744.50000,2.65706,1.66181,1.43457,1.04922
130325,0.43425,0.00348,0.62508,3.27081,0.36730,154548.85938,7207781.00000,3.49596,2.35847,1.34044,0.97818
135004,0.40726,0.00717,0.82139,3.12185,0.49813,370576.31250,7231026.50000,2.72509,1.79407,1.39445,1.00432
130506,0.40750,0.01301,0.52522,1.95475,0.35447,54376.47266,7251244.00000,4.00809,2.43348,1.38021,0.99034
134001,0.42279,0.01922,0.49473,2.27173,0.62732,356556.84375,7298589.00000,3.14675,1.57058,1.43457,1.06070
130504,0.40769,0.01963,0.77724,2.39876,0.33182,52388.79297,7282111.50000,4.21635,2.41087,1.36922,0.97955
003301,,0.02472,0.91057,2.66856,0.14561,-300862.65625,7278492.50000,4.71318,2.71360,,
132002,0.42972,0.02770,0.62985,2.09725,0.61453,271563.96875,7339064.50000,2.21748,1.75893,1.39620,1.02938
132001,0.42692,0.02783,0.52806,1.98359,0.55458,288149.59375,7341221.50000,3.10992,1.67246,1.41497,1.04532
130004,0.42264,0.03116,0.52395,1.90308,0.65288,269940.93750,7357611.00000,2.58995,1.60566,1.42325,1.04922
120305,0.41465,0.03381,0.79728,2.59857,0.27978,-145904.64062,7327606.00000,3.60906,2.55623,1.29667,0.91434
002101,,0.05741,0.99616,2.56061,0.12769,-667038.37500,7329964.50000,5.06147,2.84098,,
130206,0.40860,0.05797,0.69959,2.26985,0.30746,-40737.23828,7446716.00000,3.92865,2.31867,1.34439,0.95569
120306,0.41271,0.06415,0.73638,2.05539,0.29275,-98935.57812,7462839.50000,3.41212,2.40904,1.37291,0.98856
130403,0.39875,0.07424,0.34051,1.94693,0.56616,112786.10938,7557480.50000,3.11093,1.40667,1.50651,1.10721
120303,0.42373,0.07469,0.61409,2.44880,0.27373,-125822.69531,7502754.00000,4.70149,2.43046,1.37291,1.00000
130401,0.42684,0.07713,0.61972,2.15209,0.36508,44088.01953,7555350.50000,4.29488,1.96410,1.36361,0.99388
130404,0.40541,0.08145,0.64611,1.89220,0.44266,68201.14844,7582983.50000,3.94057,1.81281,1.41330,1.02119
130406,0.40729,0.08495,0.72828,2.17093,0.68058,90363.04688,7606723.00000,3.01870,1.52692,1.51720,1.12710
130405,0.41047,0.08575,0.43159,1.82250,0.85811,99267.21094,7613315.50000,2.03342,1.35814,1.55991,1.17319
120204,0.38791,0.09633,0.77353,2.29359,1.20143,36546.44922,7649020.50000,1.61278,1.73155,1.59879,1.18752
124004,0.39819,0.09740,0.79311,2.15541,1.04035,69003.80469,7664718.50000,1.36173,1.36413,1.64542,1.24551
125004,0.38795,0.09759,0.73157,2.36588,0.88566,46266.67188,7658517.00000,2.51322,1.60752,1.61805,1.20683
125009,0.38771,0.09802,0.48046,2.00843,0.87691,41515.59766,7659176.00000,2.29667,1.63184,1.62634,1.21484
120304,0.43519,0.09855,0.51508,2.30676,0.32773,-35439.69141,7637292.50000,3.28217,2.05422,1.33445,0.97313
125006,0.38724,0.09860,0.75041,1.87674,1.02572,46174.35547,7663658.00000,1.54407,1.56148,1.64246,1.23045
124002,0.39046,0.10071,0.84255,2.60785,1.10049,51910.65234,7676337.50000,2.07188,1.36352,1.66370,1.25527
124001,0.39810,0.10568,0.69718,2.13994,0.94551,37508.71484,7697152.00000,2.53403,1.29368,1.62531,1.22531
124003,0.39886,0.11068,0.66953,2.21409,0.79664,17626.13672,7715948.00000,2.36173,1.49511,1.54531,1.14613
122004,0.42746,0.11615,0.72477,1.89213,0.95851,38582.27344,7752297.00000,1.67210,1.07129,1.58659,1.21748
121003,0.39934,0.11718,0.77607,2.19827,0.51135,-7775.06982,7739885.50000,3.00689,1.51343,1.48144,1.08279
118106,0.40052,0.14752,0.79380,2.31592,0.67467,-135207.42188,7838653.00000,1.83885,1.20536,1.58206,1.18469
915013,0.45366,0.15007,1.15129,3.39714,0.32346,-366030.62500,7734025.00000,3.29181,2.35551,1.31175,0.96848
118001,0.39045,0.15227,0.77771,2.06154,0.56239,-165271.04688,7847424.50000,2.26245,1.26086,1.55145,1.14301
117002,0.39669,0.15407,0.90181,2.40098,0.64978,-179199.25000,7849229.50000,2.40824,1.30782,1.55991,1.15836
117003,0.40204,0.15692,1.11129,2.59605,0.83336,-187173.34375,7859319.00000,1.93450,1.17088,1.59439,1.19866
120102,0.41803,0.15704,0.72262,2.93488,0.67978,-197150.03125,7854570.00000,2.28556,1.38218,1.56348,1.18469
120002,0.43726,0.16609,0.68431,2.55583,0.38060,-298683.06250,7842178.00000,4.55943,2.02612,1.32634,0.96708
120120,0.42353,0.16649,0.78209,2.51488,0.66804,-234404.51562,7881150.00000,2.69020,1.49187,1.53148,1.15836
120113,0.46759,0.16774,0.91671,2.65375,0.38868,-393723.78125,7794723.50000,3.25575,2.32678,1.33445,1.00432
120110,0.44389,0.17816,0.40901,2.12977,0.38835,-342638.43750,7873124.00000,4.23802,2.13368,1.34439,0.99167
915003,0.44273,0.18325,0.88277,2.89946,0.23197,-644493.12500,7701732.00000,5.02638,2.55353,1.34242,0.98856
120107,0.43333,0.18466,0.57106,2.62277,0.42974,-334854.43750,7909609.00000,4.02235,2.05353,1.32838,0.96520
917004,0.46495,0.18515,0.56737,2.61432,0.37394,-460579.00000,7829373.50000,3.27692,2.41692,1.33041,0.99782
114002,0.45455,0.18577,0.72610,2.12213,1.05366,-255841.35938,7967292.00000,2.18469,1.21088,1.57287,1.23045
114001,0.48462,0.18918,0.41213,1.81790,1.04830,-265744.40625,7978814.00000,2.19312,1.38656,1.59106,1.27646
120111,0.43581,0.18923,0.47089,2.21378,0.47563,-338774.81250,7929719.50000,3.79775,2.02999,1.33244,0.97174
917106,0.47644,0.18934,0.65693,2.06858,0.36405,-416728.43750,7877533.00000,3.91614,2.30115,1.31806,0.99607
915203,0.41152,0.19135,0.70040,2.27675,0.22302,-821595.12500,7609260.50000,3.77612,2.58821,1.33646,0.95085
116010,0.41549,0.19166,0.78528,2.28269,0.73432,-283293.62500,7980059.00000,2.35411,1.62180,1.45332,1.07188
113006,0.50000,0.19567,0.71022,2.98005,1.40914,-272543.71875,8009160.00000,3.16137,1.59198,1.59988,1.29885
113001,0.41875,0.19692,0.76825,2.61975,1.22222,-285570.28125,8006714.00000,2.44091,1.69952,1.50515,1.12710
112102,0.46988,0.19695,0.62526,1.80487,1.83579,-259140.87500,8025716.00000,1.89209,1.42331,1.61805,1.29003
113003,0.41980,0.19754,0.76105,2.13717,1.11421,-290367.65625,8006678.00000,1.85733,1.73718,1.46687,1.08991
116006,0.43277,0.19774,0.94946,3.36368,0.58867,-310208.15625,7993541.50000,3.87239,1.84451,1.37658,1.01284
112002,0.49306,0.19942,1.31301,3.75249,2.32342,-258175.76562,8040210.00000,1.19590,1.37080,1.63548,1.32838
112101,0.45592,0.19944,1.12248,3.81914,1.69733,-268039.87500,8033176.50000,2.60206,1.54738,1.59879,1.25768
116015,0.43509,0.20093,0.64089,2.76797,0.98363,-296965.09375,8020354.00000,2.10380,1.80969,1.45484,1.09342
113004,0.43860,0.20124,0.77773,2.16630,1.30830,-285681.78125,8030344.00000,1.97772,1.72187,1.53403,1.17609
111101,0.49190,0.20282,0.68772,2.67624,1.89097,-259492.92188,8058478.50000,2.49831,1.28069,1.69373,1.38561
